prov,ac,gen,nat,labor,age2,age3,age4,age5,educ1,educ2,educ3,income
11,1,2,1,3,0,0,0,1,1,0,0,7903.63123892256
11,1,1,1,1,1,0,0,0,0,1,0,27510.6329330656
11,1,2,1,1,1,0,0,0,0,1,0,9257.80639772118
11,1,1,1,0,0,0,0,0,0,0,0,19727.0368992194
11,1,1,1,3,1,0,0,0,0,1,0,8550.2163921291
11,1,2,1,2,0,1,0,0,1,0,0,6091.36910286636
11,1,2,1,0,0,0,0,0,0,0,0,10812.7937101035
11,1,1,1,1,0,0,1,0,1,0,0,6062.78980441303
11,1,1,1,3,0,0,0,1,0,1,0,10570.2207586277
11,1,1,1,3,0,0,1,0,1,0,0,15595.9963407537
11,1,2,1,1,0,1,0,0,0,0,1,21098.1479671755
11,1,2,1,2,0,1,0,0,0,1,0,8220.48059646814
11,1,2,1,1,1,0,0,0,0,1,0,31010.6941007997
11,1,1,1,1,0,1,0,0,0,1,0,9155.44742600817
11,1,2,1,3,1,0,0,0,1,0,0,5735.75279228875
11,1,2,1,3,0,0,1,0,1,0,0,28242.5444087815
11,1,2,1,2,1,0,0,0,0,0,1,23316.6890716504
11,1,1,1,0,0,0,0,0,0,0,0,50302.0241341523
11,1,1,1,1,0,0,0,1,0,1,0,18461.7958453291
11,1,2,1,1,0,1,0,0,0,1,0,27072.5034080334
11,1,2,1,1,0,1,0,0,0,1,0,17665.0177113333
11,1,2,1,3,0,0,0,1,1,0,0,12279.396659159
11,1,1,1,3,0,0,1,0,0,1,0,19079.9112889294
11,1,2,1,3,0,0,1,0,1,0,0,9757.5464616341
11,1,2,1,3,1,0,0,0,0,1,0,18166.4331499206
11,1,1,1,0,0,0,0,0,0,0,0,4397.51933569434
11,1,1,1,3,0,0,0,1,0,1,0,21664.4777165769
11,1,1,1,3,0,0,0,1,1,0,0,4429.89437749423
11,1,1,1,0,0,0,0,0,0,0,0,13690.9848378405
11,1,2,1,3,0,0,0,1,1,0,0,17722.7056853923
11,1,1,1,0,0,0,0,0,0,0,0,15079.9349389603
11,1,2,1,3,0,0,1,0,1,0,0,4836.17501275542
11,1,1,1,3,1,0,0,0,0,1,0,16487.0877987726
11,1,1,1,1,1,0,0,0,0,1,0,7219.19165760917
11,1,2,1,1,0,1,0,0,1,0,0,8512.08121455821
12,10,2,1,1,0,1,0,0,0,1,0,14252.8876348837
12,10,1,1,1,0,1,0,0,0,1,0,12681.1893378537
12,10,2,1,3,0,1,0,0,1,0,0,5121.76206423827
12,10,1,1,1,0,1,0,0,0,1,0,5717.49686233351
12,10,2,1,1,0,0,1,0,0,1,0,10301.5073450315
12,10,1,1,1,0,1,0,0,1,0,0,9880.83245396453
12,10,2,1,1,0,1,0,0,0,0,1,14877.7928975026
12,10,1,1,1,0,1,0,0,0,1,0,10855.299350267
12,10,1,1,0,0,0,0,0,0,0,0,10205.7590346406
12,10,2,1,1,0,1,0,0,0,1,0,8830.64030791862
12,10,2,1,1,1,0,0,0,1,0,0,8377.0295763393
12,10,2,1,1,1,0,0,0,0,1,0,8175.41324731169
12,10,2,1,3,0,1,0,0,0,1,0,15227.9616128037
12,10,1,1,0,0,0,0,0,0,0,0,8494.48838979333
12,10,2,1,3,1,0,0,0,0,1,0,11553.9564950601
12,10,2,1,3,0,0,0,1,1,0,0,7375.1891627553
12,10,2,1,2,0,1,0,0,0,1,0,13202.3781437933
12,10,1,1,1,0,1,0,0,0,1,0,3674.80857941684
12,10,2,1,3,0,0,0,1,1,0,0,8439.25988076861
12,10,1,1,1,0,0,1,0,1,0,0,9245.0013932365
12,10,1,1,1,0,1,0,0,0,1,0,13810.8902824582
12,10,1,1,3,0,0,0,1,1,0,0,7293.84675754104
12,10,2,1,1,0,0,1,0,1,0,0,6530.28233085576
12,10,2,1,0,0,0,0,0,0,0,0,5017.62298588693
12,10,2,1,1,0,1,0,0,0,1,0,5781.4937301889
12,10,1,1,0,0,1,0,0,0,0,0,3790.77180620732
12,10,1,1,1,0,1,0,0,0,1,0,15568.3545324875
12,10,1,1,1,0,0,1,0,1,0,0,7001.27285721217
12,10,1,1,3,0,0,0,1,1,0,0,11554.1836941209
12,10,1,1,1,0,0,1,0,1,0,0,12825.8355406235
12,10,1,1,3,0,0,0,1,1,0,0,8936.19502650188
12,10,2,1,0,0,0,0,0,0,0,0,7310.78767436507
12,10,1,1,0,0,0,0,0,0,0,0,8013.32111270091
12,10,2,1,1,0,1,0,0,0,1,0,8995.31937989415
12,10,2,1,3,0,0,1,0,1,0,0,4192.82998668468
12,10,2,2,2,0,1,0,0,0,1,0,12717.2543975473
12,10,2,1,1,0,1,0,0,0,1,0,8244.87449261658
12,10,1,2,1,0,1,0,0,0,1,0,23732.1481582125
12,10,2,1,1,1,0,0,0,0,1,0,10876.6418990318
12,10,1,1,1,0,1,0,0,0,1,0,5448.95874254438
12,10,2,1,1,0,1,0,0,0,0,1,10045.8291987354
12,10,2,1,1,0,1,0,0,0,1,0,6163.39676028898
12,10,1,1,1,0,0,1,0,1,0,0,8757.98492752387
12,10,2,1,0,0,0,0,0,0,0,0,3509.24753763637
12,10,1,1,1,0,1,0,0,0,0,1,6482.37648373392
12,10,1,2,1,0,1,0,0,0,1,0,19097.7864232392
12,10,2,1,1,0,1,0,0,0,0,1,16153.9520894417
12,10,2,1,3,0,1,0,0,0,1,0,9192.27267636509
12,10,1,1,1,0,0,1,0,0,1,0,15384.8421049351
12,10,2,1,3,1,0,0,0,0,1,0,5380.42489331272
12,10,1,1,3,0,0,0,1,1,0,0,4202.24118411209
12,10,1,2,2,0,0,1,0,0,1,0,8124.03542758317
12,10,2,2,0,0,0,0,0,0,0,0,21321.9996542431
12,10,1,1,1,0,1,0,0,1,0,0,12031.8778054766
12,10,1,1,3,0,1,0,0,0,1,0,22196.4431331572
12,10,1,2,1,0,1,0,0,0,0,1,8928.83295731967
12,10,1,1,2,0,1,0,0,0,1,0,5494.15781730932
12,10,1,1,0,0,0,0,0,0,0,0,11048.7062832158
12,10,2,1,3,0,1,0,0,0,1,0,7075.74003278514
12,10,1,1,3,0,0,0,1,1,0,0,12501.2175182373
12,10,2,2,1,0,0,1,0,1,0,0,7595.93107611833
12,10,2,1,0,0,0,0,0,0,0,0,2641.25199600896
12,10,1,1,1,0,0,1,0,1,0,0,26281.1060906108
12,10,1,1,0,0,0,0,0,0,0,0,15532.661637758
12,10,1,1,3,0,1,0,0,0,1,0,14653.3860675922
12,10,2,1,0,0,0,0,1,0,0,0,17358.1049510968
12,10,2,1,0,0,1,0,0,0,0,0,23870.2548644795
12,10,2,1,0,0,0,0,0,0,0,0,20135.5674846192
12,10,1,1,1,0,1,0,0,0,1,0,15021.9069265748
12,10,2,1,1,0,1,0,0,0,1,0,16773.1657544982
12,10,1,1,1,0,1,0,0,0,1,0,14027.771448857
12,10,2,2,0,0,0,0,0,0,0,0,9739.24928279202
12,10,1,1,0,0,1,0,0,0,0,0,16074.5933984922
12,10,1,2,3,0,0,0,1,0,1,0,11125.8936976399
12,10,1,1,3,0,0,0,1,1,0,0,12152.9728155202
12,10,1,2,1,0,1,0,0,0,1,0,10352.9392458653
12,10,1,1,0,0,0,0,0,0,0,0,7536.36423734287
12,10,1,1,1,0,1,0,0,0,1,0,10180.9453161506
12,10,1,2,1,0,1,0,0,0,1,0,5029.99979841011
12,10,1,1,1,0,1,0,0,0,0,1,19073.2506717396
12,10,1,1,1,1,0,0,0,0,1,0,13811.87892629
12,10,2,1,1,0,1,0,0,0,0,1,21794.4071974443
12,10,2,1,1,0,0,1,0,1,0,0,20231.3773484458
12,10,1,1,1,0,1,0,0,0,1,0,9760.69134818222
12,10,2,1,0,0,0,0,0,0,0,0,5544.27765126013
12,10,2,1,0,0,0,0,0,0,0,0,18197.9920048021
12,10,2,1,3,0,0,0,1,1,0,0,1533.5393096604
12,10,2,1,0,0,0,0,0,0,0,0,7670.65691134758
12,10,1,1,1,0,1,0,0,1,0,0,3868.45796666991
12,10,2,1,3,0,1,0,0,0,1,0,9185.73652495327
12,10,2,1,0,0,0,0,0,0,0,0,3134.43625172389
12,10,1,1,0,0,1,0,0,0,0,0,13666.8445043091
12,10,2,1,0,0,0,0,0,0,0,0,8351.75388855058
12,10,2,1,3,0,0,0,1,1,0,0,6277.89900894622
12,10,1,1,1,0,1,0,0,0,1,0,24455.1443021395
12,10,1,1,3,0,0,0,1,1,0,0,8447.3483754552
12,10,2,1,0,0,0,0,0,0,0,0,11180.8660788789
12,10,1,1,1,0,1,0,0,0,1,0,7242.9159595588
12,10,1,1,1,0,1,0,0,0,1,0,3965.76596369879
12,10,2,1,3,0,0,1,0,1,0,0,7014.01826741008
12,10,2,1,3,0,0,0,1,1,0,0,13498.1078092623
12,10,1,1,2,1,0,0,0,0,1,0,1559.54456446037
12,10,1,1,1,0,0,1,0,0,1,0,19285.482613078
12,10,2,2,1,0,1,0,0,0,1,0,4112.8383681718
12,10,2,1,1,0,1,0,0,0,1,0,18249.7644963409
12,10,2,1,3,0,0,0,1,1,0,0,10663.2502841828
12,10,1,2,0,0,0,0,0,0,0,0,10976.6259361147
12,10,2,2,3,0,0,1,0,1,0,0,11044.1153411091
12,10,2,1,1,0,1,0,0,0,1,0,11382.8987409719
12,10,2,1,1,0,1,0,0,0,1,0,3048.64408046319
12,10,1,1,3,0,1,0,0,0,1,0,3183.60681701173
12,10,1,1,1,0,1,0,0,1,0,0,5882.04801013166
12,10,2,1,1,1,0,0,0,1,0,0,9194.83128587857
12,10,1,1,0,0,0,0,0,0,0,0,26425.4245861765
12,10,1,1,1,0,1,0,0,0,1,0,6077.67061182094
12,10,1,1,1,0,1,0,0,0,1,0,6222.0628196611
12,10,1,1,3,0,0,0,1,1,0,0,12492.4475660023
12,10,1,1,3,1,0,0,0,0,1,0,26132.6029666309
13,8,2,1,0,0,0,0,0,0,0,0,14339.4073376468
13,8,2,1,2,0,1,0,0,0,1,0,11916.2739374751
13,8,1,1,3,0,0,1,0,0,1,0,4733.1622768306
13,8,1,1,1,0,1,0,0,1,0,0,16407.8834362976
13,8,2,1,3,0,0,0,1,0,0,1,18809.0836283693
13,8,2,1,3,0,1,0,0,0,1,0,17843.3304608538
13,8,1,1,1,1,0,0,0,0,1,0,3769.93366155275
13,8,1,1,3,0,0,0,1,1,0,0,11139.7860321124
13,8,2,1,3,1,0,0,0,0,1,0,23381.1498506981
13,8,1,1,0,0,0,0,0,0,0,0,8699.52539540458
13,8,1,1,1,0,1,0,0,0,1,0,9478.78646745718
13,8,2,1,1,0,1,0,0,0,1,0,14985.2854713389
13,8,1,1,0,0,1,0,0,0,0,0,5106.13120925558
13,8,2,1,3,0,0,0,1,1,0,0,11666.4211364989
13,8,1,2,0,0,0,0,0,0,0,0,16704.1247100459
13,8,2,1,1,0,0,1,0,1,0,0,17804.1959326053
13,8,2,1,3,0,0,0,1,1,0,0,12700.0956288812
13,8,1,1,0,0,1,0,0,0,0,0,19153.2142961516
13,8,1,1,1,0,0,1,0,0,1,0,23797.8183456241
13,8,2,1,3,0,1,0,0,0,1,0,11101.5378511878
13,8,1,2,1,0,1,0,0,0,1,0,9719.86537220006
13,8,2,1,3,0,1,0,0,0,1,0,12445.8524592605
13,8,2,1,3,0,0,1,0,1,0,0,5942.66691600523
13,8,2,1,3,0,0,0,1,1,0,0,24555.5018652138
13,8,2,1,3,0,1,0,0,1,0,0,6778.06714656266
13,8,2,1,0,0,0,0,0,0,0,0,6302.89171868712
13,8,2,1,3,0,0,0,1,1,0,0,10542.7264035365
13,8,1,1,1,0,1,0,0,0,1,0,21558.8870069606
13,8,1,1,1,0,1,0,0,0,1,0,27099.1992176684
13,8,2,1,1,0,1,0,0,0,1,0,11502.7544962889
13,8,1,1,3,0,0,1,0,1,0,0,6335.01688487966
13,8,2,1,1,0,1,0,0,0,1,0,7995.5014266773
13,8,2,1,3,0,0,0,1,1,0,0,13504.0091874818
13,8,1,1,0,0,0,0,0,0,0,0,7308.10596661345
13,8,1,1,1,0,1,0,0,0,0,1,14880.4075396535
13,8,2,1,1,0,1,0,0,0,1,0,12059.7512947872
13,8,2,1,1,0,0,1,0,1,0,0,39666.3096682277
13,8,2,1,3,0,0,0,1,1,0,0,9821.99324872261
13,8,1,1,3,0,0,0,1,1,0,0,8716.7186596778
13,8,1,1,3,0,0,0,1,1,0,0,15797.312755036
13,8,2,1,0,1,0,0,0,0,0,0,14441.0588189219
13,8,1,1,3,0,0,0,1,1,0,0,5016.08560943421
13,8,1,1,2,0,0,1,0,1,0,0,5501.76511997503
13,8,2,1,3,0,0,0,1,1,0,0,8740.85779975605
13,8,1,1,3,0,1,0,0,1,0,0,12882.0827551574
13,8,2,1,0,0,0,0,0,0,0,0,37201.8916668499
13,8,2,1,3,1,0,0,0,0,1,0,10886.886090136
13,8,2,1,3,0,0,0,1,1,0,0,7371.30123417297
13,8,2,1,3,0,0,0,1,1,0,0,6275.85900057009
13,8,1,1,0,0,0,0,0,0,0,0,23755.0092429874
13,8,1,1,0,0,1,0,0,0,0,0,9341.83090278531
13,8,1,2,3,1,0,0,0,1,0,0,4243.47440332109
13,8,2,1,0,0,0,0,0,0,0,0,12008.399997191
13,8,2,1,3,0,0,0,1,1,0,0,1279.24256422001
13,8,1,1,0,0,1,0,0,0,0,0,16844.8764447296
13,8,1,1,1,0,1,0,0,0,1,0,19751.8491005111
13,8,2,1,3,0,0,0,1,1,0,0,5139.0546563221
13,8,1,1,0,0,0,0,0,0,0,0,6863.68814330336
13,8,1,1,0,0,0,0,0,0,0,0,11864.8136198241
13,8,2,1,3,0,0,1,0,1,0,0,2826.88230956691
13,8,1,1,1,0,1,0,0,0,1,0,9101.50101435141
13,8,1,2,3,0,1,0,0,0,1,0,9644.00362707073
13,8,1,1,3,0,0,0,1,1,0,0,2475.6255311571
13,8,2,1,1,0,1,0,0,0,1,0,13435.4310077466
13,8,1,1,0,0,1,0,0,0,0,0,9206.12085242784
13,8,2,1,1,0,1,0,0,0,1,0,13035.662036741
13,8,2,1,0,0,0,0,0,0,0,0,12265.7687523041
13,8,2,1,3,0,1,0,0,0,1,0,15224.6455419882
13,8,1,1,1,0,1,0,0,0,1,0,15032.2596623537
13,8,1,1,1,0,1,0,0,0,1,0,15995.1487228463
13,8,1,1,0,1,0,0,0,0,0,0,6250.4197995015
13,8,1,1,3,1,0,0,0,0,1,0,15510.9120081365
13,8,1,1,1,0,0,1,0,1,0,0,6604.51073439809
13,8,1,1,1,0,1,0,0,0,1,0,16080.6095725225
13,8,1,1,1,0,0,1,0,1,0,0,7090.9900197438
13,8,2,1,3,0,1,0,0,0,1,0,13272.5347556154
13,8,2,1,3,0,1,0,0,0,1,0,7824.15460520908
13,8,2,1,1,0,1,0,0,0,0,1,23887.2217640317
13,8,2,1,1,0,1,0,0,0,0,1,39027.1686164626
13,8,1,1,3,0,0,0,1,1,0,0,8507.53353827187
13,8,1,1,3,0,0,0,1,1,0,0,2528.011201338
13,8,2,1,3,1,0,0,0,0,1,0,5476.87804060048
13,8,1,1,0,0,1,0,0,0,0,0,2567.09516185029
13,8,2,1,0,0,0,0,0,0,0,0,7755.83553783641
13,8,1,1,0,0,0,0,0,0,0,0,6320.0380931664
13,8,1,1,0,0,0,0,0,0,0,0,9582.53302356483
13,8,1,1,1,0,0,1,0,1,0,0,6307.50395158425
13,8,1,1,0,0,0,1,0,0,0,0,15622.7134324274
13,8,1,1,3,0,0,0,1,1,0,0,12806.5994133167
13,8,1,1,3,1,0,0,0,0,1,0,6281.93276095114
13,8,1,1,3,0,0,0,1,1,0,0,16369.3186782364
13,8,1,1,0,0,0,0,0,0,0,0,6986.44680756341
13,8,1,1,3,0,0,0,1,0,1,0,694.920303483893
13,8,1,1,1,0,1,0,0,0,1,0,5116.45346794205
13,8,1,1,1,0,0,1,0,0,1,0,8342.21599955585
13,8,2,1,1,0,1,0,0,0,1,0,8230.67214720013
13,8,1,1,0,0,0,0,0,0,0,0,21891.3148487395
13,8,2,1,3,0,0,0,1,1,0,0,5178.51468095287
13,8,2,1,0,0,0,1,0,0,0,0,24614.407693585
13,8,2,1,1,0,1,0,0,1,0,0,12824.6943016657
13,8,1,1,1,0,1,0,0,0,1,0,6491.58313220379
13,8,1,1,1,0,1,0,0,0,1,0,11622.962461461
13,8,1,1,3,0,0,0,1,1,0,0,19735.6029100223
13,8,2,1,1,0,1,0,0,0,1,0,12882.364573748
13,8,2,1,1,0,1,0,0,0,1,0,10487.518791059
13,8,2,1,3,0,0,1,0,1,0,0,25196.5256764912
13,8,2,1,1,0,0,1,0,1,0,0,5498.18921065521
13,8,2,1,0,0,0,0,0,0,0,0,10200.0575607275
13,8,1,1,3,1,0,0,0,0,1,0,7702.52017091174
13,8,2,1,1,0,1,0,0,1,0,0,8059.35917842672
13,8,1,1,0,0,0,0,0,0,0,0,4346.25436334161
13,8,2,1,1,0,1,0,0,0,1,0,22196.1950646103
13,8,1,1,3,0,0,0,1,0,1,0,13889.8947640297
13,8,2,1,3,0,1,0,0,0,0,1,18192.4282346317
13,8,2,1,3,0,0,0,1,1,0,0,5122.40143741868
13,8,1,1,3,0,0,0,1,1,0,0,7098.31748256425
13,8,2,1,3,0,1,0,0,0,1,0,10261.7743215892
13,8,1,1,1,0,1,0,0,1,0,0,7360.7618843034
13,8,2,1,3,0,0,0,1,1,0,0,7837.27068963497
13,8,1,1,1,0,1,0,0,0,0,1,5693.30487712799
13,8,2,1,3,0,0,1,0,1,0,0,8295.58178953754
13,8,1,1,0,0,0,0,0,0,0,0,16413.9200168074
13,8,1,1,0,0,1,0,0,0,0,0,15528.8849138237
13,8,2,1,3,0,0,0,1,1,0,0,23204.6536608562
13,8,1,1,1,0,0,1,0,1,0,0,9989.00162439876
13,8,1,1,0,0,1,0,0,0,0,0,8030.55829206976
13,8,1,1,3,1,0,0,0,0,1,0,10424.1428896815
13,8,1,1,1,1,0,0,0,0,1,0,29369.4580146103
13,8,1,1,1,0,1,0,0,1,0,0,20901.1483699035
13,8,2,1,1,1,0,0,0,0,1,0,28605.2123158206
13,8,2,1,2,0,1,0,0,1,0,0,16776.1135393274
13,8,2,1,3,0,1,0,0,0,1,0,15493.8904197628
13,8,2,1,3,0,1,0,0,0,1,0,6890.11633457211
13,8,2,1,1,0,1,0,0,0,0,1,15690.7806656072
13,8,2,1,3,0,1,0,0,0,1,0,1489.20666043085
13,8,2,1,0,0,0,0,0,0,0,0,17898.9526510166
13,8,1,1,0,0,0,0,0,0,0,0,10502.4807481501
13,8,2,1,0,0,0,1,0,0,0,0,20088.301191053
13,8,1,1,1,0,0,1,0,0,1,0,12225.9135776699
13,8,2,1,3,0,0,0,1,1,0,0,4193.64061800192
13,8,1,1,3,0,0,0,1,1,0,0,5562.3090627822
13,8,2,1,1,0,1,0,0,0,1,0,7718.44306727251
13,8,2,1,0,0,0,0,0,0,0,0,1034.95134275119
13,8,2,1,3,0,1,0,0,0,1,0,25170.3165204019
13,8,1,1,3,0,0,1,0,1,0,0,11781.4534827471
13,8,2,1,1,0,1,0,0,0,1,0,18635.1083375187
13,8,1,1,1,0,1,0,0,0,1,0,15849.46449898
13,8,2,1,3,0,0,0,1,1,0,0,5854.45483246223
13,8,2,1,0,0,0,0,0,0,0,0,7200.25173836298
13,8,2,1,3,0,0,1,0,1,0,0,4468.85829305486
13,8,2,1,0,0,0,0,0,0,0,0,7699.66335689624
13,8,2,1,0,0,0,0,0,0,0,0,7169.29151789165
13,8,1,1,1,0,1,0,0,0,1,0,11137.1058171862
13,8,1,1,1,0,0,1,0,1,0,0,18795.1557877187
13,8,1,1,1,0,0,1,0,0,0,1,35175.9765635401
13,8,1,1,1,0,1,0,0,0,0,1,9467.93926100169
13,8,1,1,3,1,0,0,0,0,1,0,9465.42271321113
13,8,2,1,3,0,0,0,1,1,0,0,19271.5486957795
13,8,1,1,3,0,1,0,0,0,1,0,6439.68821899935
13,8,2,1,3,0,1,0,0,0,1,0,8927.0816338364
13,8,1,2,3,0,0,0,1,1,0,0,22069.6744354973
13,8,2,1,3,0,1,0,0,1,0,0,1488.0846732256
13,8,2,1,3,0,0,0,1,1,0,0,4849.24404095659
13,8,2,1,3,1,0,0,0,0,1,0,14325.420948427
13,8,1,1,3,0,0,1,0,1,0,0,9250.32001965748
13,8,1,1,3,0,0,0,1,1,0,0,6619.4298717633
13,8,1,1,2,0,1,0,0,0,0,1,6310.91363471553
13,8,2,1,3,0,0,0,1,1,0,0,13524.4644494167
13,8,1,1,0,0,0,0,0,0,0,0,15325.362045607
13,8,1,1,1,1,0,0,0,0,1,0,13219.4437489686
13,8,2,1,3,1,0,0,0,0,1,0,9893.5038587905
13,8,1,1,0,0,0,0,0,0,0,0,6187.78892904671
13,8,1,1,1,1,0,0,0,0,1,0,14622.5847989354
13,8,1,1,1,0,1,0,0,0,1,0,6946.80207791449
13,8,1,1,1,0,1,0,0,0,0,1,17611.3696978514
13,8,2,1,3,0,0,1,0,1,0,0,18856.1428786011
13,8,2,1,3,0,0,1,0,1,0,0,22236.8252376206
13,8,1,1,0,0,0,0,0,0,0,0,10354.8522690289
13,8,1,1,1,0,0,1,0,1,0,0,5605.92417478753
13,8,2,1,0,0,0,0,0,0,0,0,38797.3393572184
13,8,1,1,0,0,0,0,0,0,0,0,10572.7057848436
13,8,2,1,3,0,0,1,0,0,1,0,21036.5327750773
13,8,2,1,3,0,0,1,0,0,1,0,7741.06340283838
13,8,1,1,1,0,0,1,0,1,0,0,8910.2314780615
13,8,1,1,1,0,1,0,0,0,1,0,12561.4373176687
13,8,2,1,3,0,0,1,0,1,0,0,13025.1179544174
13,8,2,1,0,0,0,0,0,0,0,0,11025.1833951449
13,8,2,1,3,0,0,1,0,1,0,0,12744.9917852811
13,8,2,1,0,0,0,0,0,0,0,0,27127.6950188711
13,8,1,1,0,0,0,0,0,0,0,0,11580.8902332172
13,8,2,1,3,0,0,1,0,0,1,0,8174.24358155292
13,8,1,1,0,0,0,0,0,0,0,0,5000.50918254325
13,8,2,1,0,0,0,0,0,0,0,0,12207.8089922851
13,8,1,1,1,0,1,0,0,0,1,0,12445.0786459282
13,8,1,1,0,0,0,0,0,0,0,0,12835.8836065948
13,8,1,1,3,0,0,0,1,1,0,0,14117.0521768814
13,8,2,1,0,0,0,0,0,0,0,0,4604.8281110782
13,8,2,1,1,0,1,0,0,0,1,0,8481.47024528758
13,8,2,1,3,1,0,0,0,0,1,0,7137.18723983316
13,8,2,1,3,0,0,0,1,1,0,0,11954.6046729401
13,8,1,1,3,0,0,0,1,1,0,0,21130.2499670081
13,8,1,1,1,1,0,0,0,0,1,0,43619.980075135
13,8,1,1,3,0,0,1,0,1,0,0,7422.25871603614
13,8,1,1,1,0,1,0,0,0,1,0,5435.45616677535
13,8,1,1,3,0,0,0,1,0,0,1,31897.6778100198
13,8,1,1,1,0,1,0,0,0,1,0,9054.28366129857
13,8,1,2,1,0,0,1,0,0,1,0,17910.3795827174
13,8,1,1,0,0,0,0,0,0,0,0,4620.3024345334
13,8,2,1,3,0,0,0,1,1,0,0,23184.843113652
13,8,1,1,0,0,0,0,0,0,0,0,11040.933032565
13,8,1,1,1,0,1,0,0,0,1,0,15852.3764608479
13,8,1,1,1,0,1,0,0,0,1,0,15708.6935195039
13,8,1,1,0,0,1,0,0,0,0,0,7347.97736650857
13,8,1,1,1,0,1,0,0,0,1,0,14180.2219922412
13,8,1,1,1,1,0,0,0,0,1,0,6481.67414338808
13,8,2,1,3,0,1,0,0,0,1,0,21498.2552037714
13,8,2,1,2,0,0,1,0,0,1,0,20361.3307900662
13,8,2,1,0,0,0,0,0,0,0,0,15397.2215953812
13,8,2,1,3,0,0,1,0,1,0,0,8952.63460721892
13,8,2,1,0,0,0,0,0,0,0,0,1964.1935789871
13,8,1,1,1,0,1,0,0,0,1,0,14379.7419289712
13,8,2,1,3,0,0,0,1,1,0,0,20419.4210245412
13,8,2,1,3,0,0,0,1,1,0,0,20844.5058433597
13,8,2,1,1,0,1,0,0,0,0,1,6400.67819420936
13,8,1,1,3,0,0,0,1,1,0,0,14622.884297107
13,8,1,1,1,0,1,0,0,0,0,1,16853.2313010415
13,8,1,1,1,0,1,0,0,0,1,0,21787.0427544019
13,8,2,1,1,0,1,0,0,0,1,0,10191.8977926695
13,8,2,1,3,0,1,0,0,1,0,0,10149.6691091579
13,8,2,1,1,0,1,0,0,0,0,1,30137.619946793
13,8,2,1,3,0,1,0,0,0,1,0,8553.7216317517
13,8,1,1,0,1,0,0,0,0,0,0,19052.7271161848
13,8,2,1,3,0,0,0,1,1,0,0,15971.6724496158
13,8,1,1,1,0,1,0,0,0,1,0,9788.59490110892
13,8,2,1,2,0,1,0,0,0,1,0,4111.11637649208
13,8,2,1,1,0,1,0,0,0,1,0,30361.8141341551
13,8,1,1,0,0,1,0,0,0,0,0,2220.12956244305
13,8,1,1,1,0,1,0,0,0,0,1,9871.36612008577
13,8,2,1,0,1,0,0,0,0,0,0,19908.4744325503
13,8,2,1,3,0,0,1,0,0,1,0,6677.35173456
13,8,2,1,3,0,1,0,0,0,1,0,15208.459333989
13,8,2,1,1,0,0,1,0,0,0,1,19284.0238310151
13,8,1,1,0,1,0,0,0,0,0,0,13548.1458209138
13,8,1,1,0,0,0,0,0,0,0,0,8580.06276951337
13,8,1,1,3,0,0,0,1,1,0,0,6118.68871805964
13,8,2,1,3,0,1,0,0,0,1,0,8267.5930941214
13,8,1,1,0,0,0,0,0,0,0,0,8614.79240061863
13,8,2,1,3,0,0,0,1,1,0,0,20221.1756132891
13,8,1,1,1,1,0,0,0,0,1,0,9430.15270906706
13,8,1,1,1,0,1,0,0,0,1,0,10659.2570387003
14,1,1,1,3,0,0,0,1,1,0,0,16585.3279245247
14,1,1,1,3,0,1,0,0,0,0,1,25638.3977692834
14,1,2,1,2,0,1,0,0,0,1,0,4537.25624450915
14,1,2,1,1,0,1,0,0,1,0,0,9249.67318539448
14,1,1,1,3,0,0,1,0,1,0,0,2807.02176683357
14,1,1,1,0,0,0,0,0,0,0,0,13432.8010799631
14,1,1,1,1,0,1,0,0,1,0,0,4721.40400623023
14,1,1,1,3,1,0,0,0,1,0,0,12936.7590739535
14,1,2,1,3,0,0,0,1,1,0,0,9552.67463762128
14,1,2,1,0,0,0,0,0,0,0,0,7875.384661155
14,1,1,1,0,0,1,0,0,0,0,0,2745.34675804819
14,1,2,1,3,0,0,0,1,1,0,0,30212.3058519985
14,1,1,1,3,0,1,0,0,1,0,0,17717.1684134597
14,1,1,1,0,0,0,0,0,0,0,0,-146.351724417375
14,1,2,1,3,0,0,1,0,1,0,0,19342.0531034008
14,1,2,1,3,0,0,1,0,1,0,0,11526.7391125063
14,1,2,1,3,0,0,0,1,1,0,0,10035.8102423377
14,1,2,1,3,0,0,0,1,1,0,0,3773.56647209124
14,1,2,1,1,1,0,0,0,0,1,0,13769.9773646266
14,1,2,1,3,0,0,0,1,1,0,0,5333.97444575623
14,1,1,1,1,0,0,1,0,1,0,0,4460.07425551528
14,1,2,1,0,0,0,0,0,0,0,0,7719.77688958606
14,1,1,1,1,0,1,0,0,0,0,1,10931.6097033612
14,1,2,1,3,0,0,0,1,1,0,0,4498.77189825733
14,1,1,1,3,0,1,0,0,0,1,0,14804.2562167592
14,1,2,1,3,0,0,1,0,1,0,0,-996.35945303704
14,1,1,1,1,0,0,1,0,1,0,0,6733.84746703563
14,1,2,1,0,0,0,0,0,0,0,0,4299.84482353676
14,1,2,1,0,0,0,0,0,0,0,0,2939.90268453959
14,1,1,1,0,0,0,0,0,0,0,0,4276.33507383006
14,1,1,1,3,0,0,0,1,1,0,0,8144.04002052852
14,1,1,1,2,0,1,0,0,1,0,0,2977.31465466884
14,1,1,1,1,0,1,0,0,0,1,0,12281.5730684158
14,1,1,1,1,0,1,0,0,1,0,0,572.205363995346
